date,site,observer,quadrat,id,1_pc,1_9,2_pc,2_9,3_pc,3_9,4_pc,4_9,5_pc,5_9,6_pc,6_9,7_pc,7_9,8_pc,8_9,9_pc,9_9,10_pc,10_9
9/11/2013,s1,Group,2,Aira hairy ligule(e),1.00,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,2,Proliferous pink(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,2,Ribwort plantain(e),0.00,0,0.00,0,0.00,0,3.00,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,2,Dock(n),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,2,Ryecorn(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,2,Hare's foot clover(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,2,Cluster clover(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,2,Sub clover(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,20.00,4,0.00,0,0.00,0,2.00,2,2,2
9/11/2013,s1,Group,2,Vulpia any species(e),0.00,0,0.00,0,0.00,0,0.00,0,15.00,9,8.00,5,20.00,9,8.00,6,30.00,9,10,9
9/11/2013,s1,Group,2,Bare ground,23.00,9,0.00,0,15.00,2,5.00,1,40.00,5,0.00,0,45.00,9,0.00,0,30.00,3,10,3
9/11/2013,s1,Group,2,Grass litter,0.00,0,0.00,0,0.00,0,5.00,2,0.00,0,35.00,9,0.00,0,0.00,0,0.00,0,5,3
9/11/2013,s1,Group,2,Leaf litter,0.00,0,40.00,9,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,30.00,9,0.00,0,0,0
9/11/2013,s1,Group,2,Rock,10.00,4,3.00,2,7.00,1,10.00,1,5.00,2,0.00,0,3.00,2,0.00,0,5.00,2,5,2
9/11/2013,s1,Group,2,scat,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,1.00,2,1.00,1,2.00,4,0.00,0,1,1
9/11/2013,s1,Group,3,Sorrel(e),10.00,4,5.00,6,0.00,0,0.00,0,1.00,2,5.00,5,1.00,1,0.00,0,0.00,0,5,4
9/11/2013,s1,Group,3,wallaby grass(n),0.00,0,1.00,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,3,Tall speargrass(n),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,3,Speargrass 1(n),80.00,9,25.00,6,50.00,9,0.00,0,35.00,9,10.00,9,35.00,9,15.00,9,25.00,9,10,7
9/11/2013,s1,Group,3,Wild oats(e),5.00,3,40.00,9,15.00,8,90.00,9,15.00,9,5.00,5,8.00,7,15.00,9,4.00,4,5,3
9/11/2013,s1,Group,3,Great brome(e),1.00,1,1.00,2,2.00,2,0.00,0,0.00,0,20.00,9,3.00,3,0.00,0,2.00,2,60,9
9/11/2013,s1,Group,3,Oval brome(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,1,1
9/11/2013,s1,Group,3,Skeleton weed(e),0.00,0,1.00,1,0.00,0,1.00,2,3.00,6,10.00,8,1.00,1,0.00,0,1.00,1,10,9
9/11/2013,s1,Group,3,Fleabane(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,3,Austral crassula (succulent)(n),0.00,0,0.00,0,0.00,0,0.00,0,1.00,2,0.00,0,1.00,2,2.00,3,0.00,0,0,0
9/11/2013,s1,Group,3,Patterson's curse(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,3,Hairless panic(n),0.00,0,0.00,0,1.00,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,3,Erodium pink(e),0.00,0,0.00,0,0.00,0,0.00,0,1.00,1,0.00,0,3.00,3,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,3,Erodium blue(n),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,3,New cudweed(n),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,3,Common cudweed(n),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,3,Mini flatweed(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,1.00,3,0.00,0,5.00,9,3.00,9,2,2
9/11/2013,s1,Group,3,Flatweed(e),1.00,3,10.00,3,0.00,0,0.00,0,1.00,2,1.00,1,0.00,0,1.00,1,1.00,1,0,0
9/11/2013,s1,Group,3,Prickly lettuce(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,3,Weeping grass(n),0.00,0,0.00,0,25.00,9,5.00,4,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,1,2
9/11/2013,s1,Group,3,Oxalis(n),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,3,Native panic grass(n),0.00,0,0.00,0,0.00,0,0.00,0,1.00,3,3.00,2,0.00,0,0.00,0,1.00,1,0,0
9/11/2013,s1,Group,3,Aira hairy ligule(e),1.00,1,0.00,0,1.00,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,3,Proliferous pink(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,3,Ribwort plantain(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,3,Dock(n),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,3,Ryecorn(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,3,Hare's foot clover(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,3,Cluster clover(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,1.00,2,3,4
9/11/2013,s1,Group,3,Sub clover(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,35.00,9,1.00,1,25.00,9,3.00,5,15,6
9/11/2013,s1,Group,3,Vulpia any species(e),1.00,1,0.00,0,1.00,3,0.00,0,40.00,9,20.00,9,20.00,9,40.00,9,50.00,9,20,9
9/11/2013,s1,Group,3,Bare ground,60.00,9,0.00,0,10.00,6,0.00,0,3.00,5,0.00,0,35.00,9,5.00,3,25.00,8,7,5
9/11/2013,s1,Group,3,Grass litter,10.00,9,15.00,9,20.00,9,90.00,9,10.00,9,0.00,9,15.00,9,10.00,9,12.00,9,15,9
9/11/2013,s1,Group,3,Leaf litter,0.00,0,0.00,0,3.00,9,0.00,0,0.00,0,1.00,3,0.00,0,15.00,9,5.00,4,0,0
9/11/2013,s1,Group,3,Rock,10.00,4,10.00,5,0.00,0,0.00,0,3.00,1,0.00,0,0.00,0,0.00,0,1.00,1,2,2
9/11/2013,s1,Group,3,scat,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,3.00,4,1.00,5,1.00,2,1.00,4,1,2
9/11/2013,s1,Group,4,Sorrel(e),6.00,6,1.00,3,0.00,0,0.00,0,4.00,4,0.00,0,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,4,wallaby grass(n),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,4,Tall speargrass(n),20.00,2,0.00,0,4.00,2,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,4,Speargrass 1(n),75.00,9,60.00,9,65.00,9,0.00,0,0.00,0,10.00,9,20.00,9,12.00,9,30.00,9,7,8
9/11/2013,s1,Group,4,Wild oats(e),0.00,0,50.00,9,30.00,9,100.00,9,0.00,0,5.00,9,3.00,3,3.00,7,5.00,1,10,7
9/11/2013,s1,Group,4,Great brome(e),0.00,0,3.00,9,10.00,6,4.00,4,3.00,3,3.00,9,4.00,3,0.00,0,15.00,5,5,5
9/11/2013,s1,Group,4,Oval brome(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,4,Skeleton weed(e),0.00,0,8.00,4,3.00,1,0.00,0,4.00,4,4.00,8,0.00,0,1.00,1,10.00,7,5,8
9/11/2013,s1,Group,4,Fleabane(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,4,Austral crassula (succulent)(n),2.00,5,0.00,0,0.00,0,0.00,0,1.00,1,0.00,0,1.00,1,0.00,0,25.00,9,1,2
9/11/2013,s1,Group,4,Patterson's curse(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,4,Hairless panic(n),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,4,Erodium pink(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,4,Erodium blue(n),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,4,New cudweed(n),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,4,Common cudweed(n),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,4,Mini flatweed(e),1.00,2,0.00,0,0.00,0,0.00,0,0.00,0,15.00,6,0.00,0,3.00,4,10.00,5,1,1
9/11/2013,s1,Group,4,Flatweed(e),1.00,2,0.00,0,1.00,1,0.00,0,6.00,1,0.00,0,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,4,Prickly lettuce(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,4,Weeping grass(n),0.00,0,0.00,0,6.00,3,1.00,1,0.00,0,3.00,2,15.00,4,15.00,7,0.00,0,25,7
9/11/2013,s1,Group,4,Oxalis(n),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,4,Native panic grass(n),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,5.00,2,0.00,0,0.00,0,3.00,1,0,0
9/11/2013,s1,Group,4,Aira hairy ligule(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,4.00,5,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,4,Proliferous pink(e),1.00,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,4,Ribwort plantain(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,4,Dock(n),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,4,Ryecorn(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,4,Hare's foot clover(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,4,Cluster clover(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,4,Sub clover(e),0.00,0,3.00,2,0.00,0,0.00,0,5.00,3,8.00,4,0.00,0,3.00,5,10.00,7,20,7
9/11/2013,s1,Group,4,Vulpia any species(e),2.00,4,0.00,0,2.00,2,0.00,0,10.00,9,3.00,9,4.00,5,45.00,9,35.00,9,40,9
9/11/2013,s1,Group,4,Bare ground,65.00,9,0.00,0,10.00,1,0.00,0,15.00,9,2.00,4,20.00,6,1.00,3,0.00,0,15,4
9/11/2013,s1,Group,4,Grass litter,0.00,0,12.00,9,4.00,9,15.00,9,3.00,9,2.00,9,2.00,8,4.00,9,0.00,0,5,9
9/11/2013,s1,Group,4,Leaf litter,0.00,0,10.00,3,2.00,8,0.00,0,1.00,1,1.00,6,1.00,2,25.00,9,0.00,0,2,9
9/11/2013,s1,Group,4,Rock,20.00,5,1.00,1,0.00,0,0.00,0,0.00,0,0.00,0,11.00,3,0.00,0,15.00,3,0,0
9/11/2013,s1,Group,4,scat,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,4.00,4,1.00,4,4.00,8,12.00,9,30,9
16/11/2013,s2,Group,1,Sheeps burr(n),2.00,2,4.00,5,3.00,2,2.00,3,1.00,2,0.00,0,8.00,8,3.00,5,0.00,0,1,1
16/11/2013,s2,Group,1,Sorrel(e),0.00,0,0.00,0,0.00,0,0.00,0,2.00,2,0.00,0,1.00,1,1.00,2,0.00,0,0,0
16/11/2013,s2,Group,1,Aira species(e),4.00,4,0.00,0,0.00,0,0.00,0,0.00,0,40.00,9,15.00,9,3.00,6,30.00,9,0,0
16/11/2013,s2,Group,1,Capeweed(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
16/11/2013,s2,Group,1,Three awned grass(n),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
16/11/2013,s2,Group,1,wallaby grass(n),15.00,9,2.00,2,0.00,0,13.00,9,0.00,0,11.00,6,0.00,0,0.00,0,0.00,0,6,4
16/11/2013,s2,Group,1,Tall speargrass(n),4.00,2,0.00,0,0.00,0,6.00,2,0.00,0,16.00,7,0.00,0,1.00,1,19.00,7,0,0
16/11/2013,s2,Group,1,Speargrass 1(n),0.00,0,0.00,0,0.00,0,8.00,2,0.00,0,0.00,0,3.00,3,5.00,2,6.00,5,0,0
16/11/2013,s2,Group,1,Wild oats(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,1,1
16/11/2013,s2,Group,1,Red grass(n),9.00,4,4.00,4,1.00,1,1.00,1,0.00,0,2.00,1,6.00,2,0.00,0,7.00,4,32,9
16/11/2013,s2,Group,1,Oval brome(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,4.00,6,0.00,0,6,8
16/11/2013,s2,Group,1,Red brome(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
16/11/2013,s2,Group,1,Knob sedge(n),2.00,3,0.00,0,3.00,3,0.00,0,1.00,1,1.00,2,1.00,2,0.00,0,1.00,2,0,0
16/11/2013,s2,Group,1,Saffron thistle(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,1.00,2,0.00,0,0,0
16/11/2013,s2,Group,1,Centaurium broad(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
16/11/2013,s2,Group,1,Caustic weed(n),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,1.00,1,0,0
16/11/2013,s2,Group,1,Windmill grass(n),1.00,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
16/11/2013,s2,Group,1,Skeleton weed(e),15.00,9,2.00,6,0.00,0,1.00,2,8.00,5,0.00,0,0.00,0,0.00,0,0.00,0,2,3
16/11/2013,s2,Group,1,Bindweed(n),2.00,2,4.00,5,1.00,1,1.00,2,4.00,3,0.00,0,3.00,4,0.00,0,0.00,0,0,0
16/11/2013,s2,Group,1,Fleabane(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
16/11/2013,s2,Group,1,Austral bears ear(n),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
16/11/2013,s2,Group,1,Sweet hounds tongue(n),2.00,2,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
16/11/2013,s2,Group,1,Slender tick trefoil(n),0.00,0,0.00,0,2.00,3,0.00,0,0.00,0,1.00,3,1.00,1,1.00,2,0.00,0,0,0
16/11/2013,s2,Group,1,Patterson's curse(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
