date,observer,site,plot,quadrat,id,1_pa,2_pa,3_pa,4_pa,5_pa,6_pa,7_pa,8_pa,9_pa,cover
16/11/2015,Andrew O'Reilly-Nugent,S1,3,1,AVEBAR,1,1,1,1,1,1,1,1,1,20
16/11/2015,Andrew O'Reilly-Nugent,S1,3,1,Spiky stem,0,0,1,0,0,0,0,0,0,2
16/11/2015,Andrew O'Reilly-Nugent,S1,3,1,Bare ground,0,0,0,0,0,0,0,0,0,0
16/11/2015,Andrew O'Reilly-Nugent,S1,3,1,Rock,0,0,0,0,0,0,0,0,0,0
16/11/2015,Andrew O'Reilly-Nugent,S1,3,1,Litter,0,0,0,0,0,0,0,0,0,80
16/11/2015,Andrew O'Reilly-Nugent,S1,3,2,AVEBAR,1,1,1,1,1,1,1,1,1,15
16/11/2015,Andrew O'Reilly-Nugent,S1,3,2,RUMACT,0,1,0,0,0,0,0,0,0,1
16/11/2015,Andrew O'Reilly-Nugent,S1,3,2,PANEFF,0,0,0,0,0,0,1,0,0,1
16/11/2015,Andrew O'Reilly-Nugent,S1,3,2,Bare ground,0,0,0,0,0,0,0,0,0,0
16/11/2015,Andrew O'Reilly-Nugent,S1,3,2,Rock,0,0,0,0,0,0,0,0,0,0
16/11/2015,Andrew O'Reilly-Nugent,S1,3,2,Litter,0,0,0,0,0,0,0,0,0,85
16/11/2015,Andrew O'Reilly-Nugent,S1,3,3,AVEBAR,1,1,1,1,1,1,1,1,1,20
16/11/2015,Andrew O'Reilly-Nugent,S1,3,3,PANEFF,0,1,0,0,0,0,0,0,0,1
16/11/2015,Andrew O'Reilly-Nugent,S1,3,3,Bare ground,0,0,0,0,0,0,0,0,0,0
16/11/2015,Andrew O'Reilly-Nugent,S1,3,3,Rock,0,0,0,0,0,0,0,0,0,0
16/11/2015,Andrew O'Reilly-Nugent,S1,3,3,Litter,0,0,0,0,0,0,0,0,0,80
16/11/2015,Andrew O'Reilly-Nugent,S1,3,4,AVEBAR,1,1,1,1,1,1,1,1,1,75
16/11/2015,Andrew O'Reilly-Nugent,S1,3,4,HYPRAD,0,0,0,0,0,1,0,0,0,2
16/11/2015,Andrew O'Reilly-Nugent,S1,3,4,RUMACT,0,0,0,0,1,0,0,0,0,1
16/11/2015,Andrew O'Reilly-Nugent,S1,3,4,BRODIA,0,1,0,1,0,0,1,1,1,2
16/11/2015,Andrew O'Reilly-Nugent,S1,3,4,AUSSCA,0,0,0,0,0,0,0,0,0,2
16/11/2015,Andrew O'Reilly-Nugent,S1,3,4,Bare ground,0,0,0,0,0,0,0,0,0,0
16/11/2015,Andrew O'Reilly-Nugent,S1,3,4,Rock,0,0,0,0,0,0,0,0,0,0
16/11/2015,Andrew O'Reilly-Nugent,S1,3,4,Litter,0,0,0,0,0,0,0,0,0,75
16/11/2015,Andrew O'Reilly-Nugent,S1,4,1,RUMACT,1,1,1,1,1,1,1,1,1,20
16/11/2015,Andrew O'Reilly-Nugent,S1,4,1,AVEBAR,1,1,1,1,1,1,1,1,1,10
16/11/2015,Andrew O'Reilly-Nugent,S1,4,1,BRODIA,0,1,0,0,1,0,0,1,0,2
16/11/2015,Andrew O'Reilly-Nugent,S1,4,1,Bare ground,0,0,0,0,0,0,0,0,0,0
16/11/2015,Andrew O'Reilly-Nugent,S1,4,1,Rock,0,0,0,0,0,0,0,0,0,0
16/11/2015,Andrew O'Reilly-Nugent,S1,4,1,Litter,0,0,0,0,0,0,0,0,0,85
16/11/2015,Andrew O'Reilly-Nugent,S1,4,2,RUMACT,1,1,1,1,1,1,1,1,1,25
16/11/2015,Andrew O'Reilly-Nugent,S1,4,2,AVEBAR,1,1,1,1,1,1,1,1,1,10
16/11/2015,Andrew O'Reilly-Nugent,S1,4,2,BRODIA,0,0,0,0,1,1,1,0,1,4
16/11/2015,Andrew O'Reilly-Nugent,S1,4,2,PLALAN,0,0,1,0,0,0,0,0,1,2
16/11/2015,Andrew O'Reilly-Nugent,S1,4,2,Spiky stem,0,0,0,0,0,0,0,0,1,2
16/11/2015,Andrew O'Reilly-Nugent,S1,4,2,Bare ground,0,0,0,0,0,0,0,0,0,0
16/11/2015,Andrew O'Reilly-Nugent,S1,4,2,Rock,0,0,0,0,0,0,0,0,0,15
16/11/2015,Andrew O'Reilly-Nugent,S1,4,2,Litter,0,0,0,0,0,0,0,0,0,75
16/11/2015,Andrew O'Reilly-Nugent,S1,4,3,RUMACT,1,1,1,1,1,1,1,1,1,50
16/11/2015,Andrew O'Reilly-Nugent,S1,4,3,AVEBAR,1,1,1,1,1,1,1,1,1,8
16/11/2015,Andrew O'Reilly-Nugent,S1,4,3,Bare ground,0,0,0,0,0,0,0,0,0,0
16/11/2015,Andrew O'Reilly-Nugent,S1,4,3,Rock,0,0,0,0,0,0,0,0,0,0
16/11/2015,Andrew O'Reilly-Nugent,S1,4,3,Litter,0,0,0,0,0,0,0,0,0,45
16/11/2015,Andrew O'Reilly-Nugent,S1,4,4,RUMACT,1,1,1,1,1,1,1,1,1,80
16/11/2015,Andrew O'Reilly-Nugent,S1,4,4,AVEBAR,1,1,1,1,1,1,0,1,0,3
16/11/2015,Andrew O'Reilly-Nugent,S1,4,4,BRODIA,1,1,1,1,1,1,1,1,1,6
16/11/2015,Andrew O'Reilly-Nugent,S1,4,4,Bare ground,0,0,0,0,0,0,0,0,0,0
16/11/2015,Andrew O'Reilly-Nugent,S1,4,4,Rock,0,0,0,0,0,0,0,0,0,0
16/11/2015,Andrew O'Reilly-Nugent,S1,4,4,Litter,0,0,0,0,0,0,0,0,0,15
16/11/2015,Andrew O'Reilly-Nugent,S1,5,1,AVEBAR,1,1,1,1,1,1,1,1,1,10
16/11/2015,Andrew O'Reilly-Nugent,S1,5,1,RUMACT,1,1,1,1,1,0,1,1,0,10
16/11/2015,Andrew O'Reilly-Nugent,S1,5,1,Spiky stem,0,0,0,0,1,0,1,0,0,6
16/11/2015,Andrew O'Reilly-Nugent,S1,5,1,Sparsely haired ligule,1,0,0,0,0,0,0,0,0,1
16/11/2015,Andrew O'Reilly-Nugent,S1,5,1,HYPGLA,0,0,0,0,0,0,0,0,1,1
16/11/2015,Andrew O'Reilly-Nugent,S1,5,1,Bare ground,0,0,0,0,0,0,0,0,0,20
16/11/2015,Andrew O'Reilly-Nugent,S1,5,1,Rock,0,0,0,0,0,0,0,0,0,0
16/11/2015,Andrew O'Reilly-Nugent,S1,5,1,Litter,0,0,0,0,0,0,0,0,0,50
16/11/2015,Andrew O'Reilly-Nugent,S1,5,2,AVEBAR,1,1,1,1,1,1,1,1,1,6
16/11/2015,Andrew O'Reilly-Nugent,S1,5,2,RUMACT,1,1,1,1,1,1,1,1,1,5
16/11/2015,Andrew O'Reilly-Nugent,S1,5,2,Spiky stem,1,1,0,1,1,1,0,1,1,15
16/11/2015,Andrew O'Reilly-Nugent,S1,5,2,PANEFF,0,0,0,1,0,0,1,0,0,8
16/11/2015,Andrew O'Reilly-Nugent,S1,5,2,Sparsely haired ligule,0,1,0,0,0,0,0,0,0,4
16/11/2015,Andrew O'Reilly-Nugent,S1,5,2,Hairy ligule,0,0,1,0,0,0,0,0,0,1
16/11/2015,Andrew O'Reilly-Nugent,S1,5,2,Bare ground,0,0,0,0,0,0,0,0,0,20
16/11/2015,Andrew O'Reilly-Nugent,S1,5,2,Rock,0,0,0,0,0,0,0,0,0,5
16/11/2015,Andrew O'Reilly-Nugent,S1,5,2,Litter,0,0,0,0,0,0,0,0,0,50
16/11/2015,Andrew O'Reilly-Nugent,S1,5,3,RUMACT,1,1,1,1,1,1,1,1,1,6
16/11/2015,Andrew O'Reilly-Nugent,S1,5,3,AVEBAR,1,1,1,1,1,1,1,1,1,8
16/11/2015,Andrew O'Reilly-Nugent,S1,5,3,Spiky stem,1,1,1,1,1,1,1,1,1,10
16/11/2015,Andrew O'Reilly-Nugent,S1,5,3,BRODIA,1,1,0,1,0,1,0,1,1,2
16/11/2015,Andrew O'Reilly-Nugent,S1,5,3,OXALIS,0,0,0,0,1,0,0,0,0,3
16/11/2015,Andrew O'Reilly-Nugent,S1,5,3,PANEFF,0,1,0,0,0,0,0,1,1,3
16/11/2015,Andrew O'Reilly-Nugent,S1,5,3,Bare ground,0,0,0,0,0,0,0,0,0,10
16/11/2015,Andrew O'Reilly-Nugent,S1,5,3,Rock,0,0,0,0,0,0,0,0,0,5
16/11/2015,Andrew O'Reilly-Nugent,S1,5,3,Litter,0,0,0,0,0,0,0,0,0,60
16/11/2015,Andrew O'Reilly-Nugent,S1,5,4,AVEBAR,1,1,1,1,1,1,1,1,1,4
16/11/2015,Andrew O'Reilly-Nugent,S1,5,4,RUMACT,1,1,1,1,1,1,1,1,1,25
16/11/2015,Andrew O'Reilly-Nugent,S1,5,4,Spiky stem,1,0,0,1,1,1,0,0,0,6
16/11/2015,Andrew O'Reilly-Nugent,S1,5,4,CONJUN,0,0,1,1,0,0,1,1,1,8
16/11/2015,Andrew O'Reilly-Nugent,S1,5,4,HYPGLA,0,0,0,0,0,0,0,1,0,2
16/11/2015,Andrew O'Reilly-Nugent,S1,5,4,PANEFF,0,0,0,0,0,0,0,1,0,1
16/11/2015,Andrew O'Reilly-Nugent,S1,5,4,BRODIA,0,0,0,1,0,0,0,1,0,1
16/11/2015,Andrew O'Reilly-Nugent,S1,5,4,Bare ground,0,0,0,0,0,0,0,0,0,15
16/11/2015,Andrew O'Reilly-Nugent,S1,5,4,Rock,0,0,0,0,0,0,0,0,0,0
16/11/2015,Andrew O'Reilly-Nugent,S1,5,4,Litter,0,0,0,0,0,0,0,0,0,60
17/11/2015,Andrew O'Reilly-Nugent,S1,6,1,AVEBAR,1,1,1,1,1,1,1,1,1,30
17/11/2015,Andrew O'Reilly-Nugent,S1,6,1,BRODIA,1,1,1,1,1,1,1,1,1,15
17/11/2015,Andrew O'Reilly-Nugent,S1,6,1,Spiky stem,0,1,0,0,1,0,0,1,1,5
17/11/2015,Andrew O'Reilly-Nugent,S1,6,1,VULSP1,0,1,1,1,1,0,0,0,0,2
17/11/2015,Andrew O'Reilly-Nugent,S1,6,1,AUSSCA,0,1,0,0,0,1,0,0,1,6
17/11/2015,Andrew O'Reilly-Nugent,S1,6,1,PANEFF,0,0,1,0,1,1,0,1,0,6
17/11/2015,Andrew O'Reilly-Nugent,S1,6,1,HYPGLA,0,0,1,0,0,1,0,1,1,3
17/11/2015,Andrew O'Reilly-Nugent,S1,6,1,RUMACT,0,0,0,1,1,0,1,0,0,2
17/11/2015,Andrew O'Reilly-Nugent,S1,6,1,Bare ground,0,0,0,0,0,0,0,0,0,0
17/11/2015,Andrew O'Reilly-Nugent,S1,6,1,Rock,0,0,0,0,0,0,0,0,0,0
17/11/2015,Andrew O'Reilly-Nugent,S1,6,1,Litter,0,0,0,0,0,0,0,0,0,30
17/11/2015,Andrew O'Reilly-Nugent,S1,6,2,AVEBAR,1,1,1,1,1,1,1,1,1,30
17/11/2015,Andrew O'Reilly-Nugent,S1,6,2,BRODIA,1,1,1,1,1,1,1,1,1,15
17/11/2015,Andrew O'Reilly-Nugent,S1,6,2,AUSSCA,1,1,0,0,0,0,0,0,0,8
17/11/2015,Andrew O'Reilly-Nugent,S1,6,2,Spiky stem,1,1,1,1,1,1,1,1,1,30
17/11/2015,Andrew O'Reilly-Nugent,S1,6,2,VULSP1,1,1,0,1,0,0,0,0,0,1
17/11/2015,Andrew O'Reilly-Nugent,S1,6,2,TRISUB,1,1,1,1,1,1,1,1,1,4
17/11/2015,Andrew O'Reilly-Nugent,S1,6,2,Hairy straight up,0,0,0,0,0,0,0,1,0,2
17/11/2015,Andrew O'Reilly-Nugent,S1,6,2,Bare ground,0,0,0,0,0,0,0,0,0,0
17/11/2015,Andrew O'Reilly-Nugent,S1,6,2,Rock,0,0,0,0,0,0,0,0,0,0
17/11/2015,Andrew O'Reilly-Nugent,S1,6,2,Litter,0,0,0,0,0,0,0,0,0,20
17/11/2015,Andrew O'Reilly-Nugent,S1,6,3,AVEBAR,1,1,1,1,1,1,1,1,1,15
17/11/2015,Andrew O'Reilly-Nugent,S1,6,3,BRODIA,1,1,1,1,1,1,1,1,1,10
17/11/2015,Andrew O'Reilly-Nugent,S1,6,3,VULSP1,1,1,1,0,1,1,1,1,1,3
17/11/2015,Andrew O'Reilly-Nugent,S1,6,3,Spiky stem,1,0,0,0,0,0,1,0,0,2
17/11/2015,Andrew O'Reilly-Nugent,S1,6,3,TRISUB,0,1,0,0,0,0,0,0,0,0.5
17/11/2015,Andrew O'Reilly-Nugent,S1,6,3,AUSSCA,0,0,0,0,0,1,0,0,0,1
17/11/2015,Andrew O'Reilly-Nugent,S1,6,3,PANEFF,0,0,0,0,0,1,0,0,1,4
17/11/2015,Andrew O'Reilly-Nugent,S1,6,3,Bare ground,0,0,0,0,0,0,0,0,0,0
17/11/2015,Andrew O'Reilly-Nugent,S1,6,3,Rock,0,0,0,0,0,0,0,0,0,0
17/11/2015,Andrew O'Reilly-Nugent,S1,6,3,Litter,0,0,0,0,0,0,0,0,0,80
17/11/2015,Andrew O'Reilly-Nugent,S1,6,4,AVEBAR,1,1,1,1,1,1,1,1,1,20
17/11/2015,Andrew O'Reilly-Nugent,S1,6,4,BRODIA,1,1,1,1,1,1,1,1,1,6
17/11/2015,Andrew O'Reilly-Nugent,S1,6,4,PANEFF,0,1,0,0,1,0,0,1,1,15
17/11/2015,Andrew O'Reilly-Nugent,S1,6,4,TRISUB,1,1,1,0,0,0,0,0,0,2
17/11/2015,Andrew O'Reilly-Nugent,S1,6,4,Spiky stem,1,0,1,0,0,0,0,0,0,3
17/11/2015,Andrew O'Reilly-Nugent,S1,6,4,VULSP1,1,0,0,0,0,0,0,0,0,1
17/11/2015,Andrew O'Reilly-Nugent,S1,6,4,AUSSCA,0,0,1,0,0,1,1,0,0,3
17/11/2015,Andrew O'Reilly-Nugent,S1,6,4,Hairy straight up,0,0,0,1,0,0,1,0,0,7
17/11/2015,Andrew O'Reilly-Nugent,S1,6,4,Bare ground,0,0,0,0,0,0,0,0,0,0
17/11/2015,Andrew O'Reilly-Nugent,S1,6,4,Rock,0,0,0,0,0,0,0,0,0,0
17/11/2015,Andrew O'Reilly-Nugent,S1,6,4,Litter,0,0,0,0,0,0,0,0,0,50
17/11/2015,Andrew O'Reilly-Nugent,S1,7,1,AUSSCA,1,1,1,1,1,1,1,1,1,35
17/11/2015,Andrew O'Reilly-Nugent,S1,7,1,AVEBAR,1,1,1,1,1,0,1,1,1,6
17/11/2015,Andrew O'Reilly-Nugent,S1,7,1,BRODIA,0,0,0,0,0,0,1,1,0,2
17/11/2015,Andrew O'Reilly-Nugent,S1,7,1,Spiky stem,0,0,0,1,1,1,1,1,1,4
17/11/2015,Andrew O'Reilly-Nugent,S1,7,1,OXALIS,0,0,0,0,0,1,0,0,0,1
17/11/2015,Andrew O'Reilly-Nugent,S1,7,1,VULSP1,1,1,1,1,1,1,0,0,1,2
17/11/2015,Andrew O'Reilly-Nugent,S1,7,1,TRISUB,0,0,0,0,0,0,1,1,0,1
17/11/2015,Andrew O'Reilly-Nugent,S1,7,1,HYPGLA,1,1,0,0,1,1,0,0,1,2
17/11/2015,Andrew O'Reilly-Nugent,S1,7,1,PANEFF,0,0,0,0,1,1,0,0,0,5
17/11/2015,Andrew O'Reilly-Nugent,S1,7,1,RUMACT,0,0,0,0,0,0,1,0,0,1
17/11/2015,Andrew O'Reilly-Nugent,S1,7,1,Bare ground,0,0,0,0,0,0,0,0,0,7
17/11/2015,Andrew O'Reilly-Nugent,S1,7,1,Rock,0,0,0,0,0,0,0,0,0,10
17/11/2015,Andrew O'Reilly-Nugent,S1,7,1,Litter,0,0,0,0,0,0,0,0,0,50
17/11/2015,Andrew O'Reilly-Nugent,S1,7,2,AUSSCA,1,1,1,1,0,1,1,1,1,20
17/11/2015,Andrew O'Reilly-Nugent,S1,7,2,AUSBIG,0,1,1,1,1,0,0,0,0,10
17/11/2015,Andrew O'Reilly-Nugent,S1,7,2,AVEBAR,1,1,1,1,1,1,0,0,1,5
17/11/2015,Andrew O'Reilly-Nugent,S1,7,2,BRODIA,0,0,0,1,1,0,1,1,1,3
17/11/2015,Andrew O'Reilly-Nugent,S1,7,2,Spiky stem,0,0,0,0,0,0,1,0,0,1
17/11/2015,Andrew O'Reilly-Nugent,S1,7,2,VULSP1,0,1,1,1,1,1,1,1,1,2
17/11/2015,Andrew O'Reilly-Nugent,S1,7,2,PANEFF,1,0,1,1,1,0,1,1,1,9
17/11/2015,Andrew O'Reilly-Nugent,S1,7,2,TRISUB,1,1,1,1,1,1,1,1,1,1
17/11/2015,Andrew O'Reilly-Nugent,S1,7,2,HYPGLA,0,0,0,0,0,0,0,0,1,0.5
17/11/2015,Andrew O'Reilly-Nugent,S1,7,2,Bare ground,0,0,0,0,0,0,0,0,0,0
17/11/2015,Andrew O'Reilly-Nugent,S1,7,2,Rock,0,0,0,0,0,0,0,0,0,0
17/11/2015,Andrew O'Reilly-Nugent,S1,7,2,Litter,0,0,0,0,0,0,0,0,0,70
17/11/2015,Andrew O'Reilly-Nugent,S1,7,3,AUSSCA,1,1,1,1,1,1,1,1,1,40
17/11/2015,Andrew O'Reilly-Nugent,S1,7,3,RUMACT,0,0,0,0,1,0,0,0,0,1
17/11/2015,Andrew O'Reilly-Nugent,S1,7,3,BRODIA,1,1,1,0,0,0,0,0,0,2
17/11/2015,Andrew O'Reilly-Nugent,S1,7,3,AVEBAR,1,1,1,1,1,1,1,1,1,4
17/11/2015,Andrew O'Reilly-Nugent,S1,7,3,HYPGLA,0,0,0,1,0,0,0,1,0,1
17/11/2015,Andrew O'Reilly-Nugent,S1,7,3,VULSP1,1,1,0,1,0,0,1,1,1,2
17/11/2015,Andrew O'Reilly-Nugent,S1,7,3,AUSBIG,0,0,1,0,0,0,0,0,1,6
17/11/2015,Andrew O'Reilly-Nugent,S1,7,3,OXALIS,0,0,1,0,0,0,0,0,0,1
17/11/2015,Andrew O'Reilly-Nugent,S1,7,3,TRIARV,0,0,0,1,0,0,0,0,1,1
17/11/2015,Andrew O'Reilly-Nugent,S1,7,3,Spiky stem,0,0,0,0,0,0,0,0,1,1
17/11/2015,Andrew O'Reilly-Nugent,S1,7,3,Bare ground,0,0,0,0,0,0,0,0,0,0
17/11/2015,Andrew O'Reilly-Nugent,S1,7,3,Rock,0,0,0,0,0,0,0,0,0,2
17/11/2015,Andrew O'Reilly-Nugent,S1,7,3,Litter,0,0,0,0,0,0,0,0,0,40
17/11/2015,Andrew O'Reilly-Nugent,S1,7,4,AUSSCA,1,1,1,1,1,1,1,1,1,30
17/11/2015,Andrew O'Reilly-Nugent,S1,7,4,VULSP1,0,1,0,1,0,1,1,1,1,4
17/11/2015,Andrew O'Reilly-Nugent,S1,7,4,AVEBAR,1,1,1,1,1,1,1,1,1,3
17/11/2015,Andrew O'Reilly-Nugent,S1,7,4,BRODIA,1,0,0,1,1,0,0,0,0,1
17/11/2015,Andrew O'Reilly-Nugent,S1,7,4,AIRA,0,1,1,0,1,1,0,0,0,1
17/11/2015,Andrew O'Reilly-Nugent,S1,7,4,AUSBIG,0,1,0,0,0,0,0,0,0,4
17/11/2015,Andrew O'Reilly-Nugent,S1,7,4,HYPGLA,0,0,0,1,0,0,0,1,0,1
17/11/2015,Andrew O'Reilly-Nugent,S1,7,4,Bare ground,0,0,0,0,0,0,0,0,0,25
