date,site,observer,quadrat,id,1_pc,1_9,2_pc,2_9,3_pc,3_9,4_pc,4_9,5_pc,5_9,6_pc,6_9,7_pc,7_9,8_pc,8_9,9_pc,9_9,10_pc,10_9
10/11/2012,S1,Group,2,NA(NA),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,2,native geraneum(n),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,2,oval creeper(n),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,2,fluffy cudweed???(n),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,2,stinking pennywort(n),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,2,small st johns wort(n),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,2,St johns wort(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,2,mini flatweed(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,2,flatweed(e),10.00,9,0.00,0,2.00,2,0.00,0,1.00,1,2.00,2,2.00,3,7.00,2,2.00,3,15.00,7
10/11/2012,S1,Group,2,wattle mat rush(n),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,2,NA(NA),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,2,weeping grass(n),0.00,0,0.00,0,0.00,0,0.00,0,12.00,6,0.00,0,0.00,0,0.00,0,0.00,0,10.00,4
10/11/2012,S1,Group,2,broom rape(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,2,oxalis(n),2.00,1,0.00,0,0.00,0,0.00,0,1.00,1,0.00,0,0.00,0,0.00,0,1.00,1,1.00,1
10/11/2012,S1,Group,2,native panic grass(n),0.00,0,0.00,0,5.00,3,0.00,0,0.00,0,0.00,0,4.00,4,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,2,Aira hairy ligule(e),0.00,0,0.00,0,1.00,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,2,proliferous pink(e),0.00,0,0.00,0,0.00,0,5.00,7,5.00,4,2.00,3,5.00,6,5.00,9,0.00,0,0.00,0
10/11/2012,S1,Group,2,ribwort plantain(e),0.00,0,0.00,0,0.00,0,7.00,3,3.00,2,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,2,variable plantain(n),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,2,Poa(n),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,2,ryecorn(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,1.00,1,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,2,kangaroo grass(n),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,2,hawk weed(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,2,skeleton lilly(n),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,2,3 fingered plant(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,2,hare's foot clover(e),0.00,0,0.00,0,0.00,0,0.00,0,5.00,5,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,2,suckling clover(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,2,cluster clover(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,3.00,5,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,2,knotted clover(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,2,sub clover(e),0.00,0,0.00,0,2.00,2,5.00,4,5.00,6,8.00,6,3.00,3,10.00,9,35.00,9,10.00,9
10/11/2012,S1,Group,2,great verbascum(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,2,twiggy mullein(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,2,fuzzweed mueler's (green)(n),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,2,half glume vulpia(e),0.00,0,0.00,0,0.00,0,2.00,3,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,2,tall vulpia(e),7.00,4,0.00,0,20.00,9,20.00,9,50.00,9,15.00,9,75.00,9,30.00,9,25.00,9,8.00,3
10/11/2012,S1,Group,2,rats tail fescue (leaf sheaf on flowers)(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,2,little wahlenbergia tadgel's bluebell(n),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,2,tall bluebell(n),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,2,Early nancy(n),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,2,bare ground,8.00,7,0.00,0,4.00,2,0.00,0,0.00,0,0.00,0,2.00,1,0.00,0,0.00,0,3.00,2
10/11/2012,S1,Group,2,grass litter,10.00,4,25.00,9,5.00,9,30.00,7,0.00,0,10.00,9,3.00,8,25.00,9,0.00,0,8.00,6
10/11/2012,S1,Group,2,leaf litter,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,2,rock,10.00,7,5.00,2,2.00,1,25.00,4,3.00,2,0.00,0,0.00,0,0.00,0,3.00,1,0.00,0
10/11/2012,S1,Group,2,Hypochaeris glabra,5.00,4,0.00,0,2.00,2,10.00,5,2.00,3,2.00,2,5.00,6,1.00,1,2.00,1,1.00,1
10/11/2012,S1,Group,2,fleabane(e),2.00,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,2,Cudweed,1.00,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,2,Prickly lettuce,0.00,0,0.00,0,0.00,0,1.00,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,2,Austrodanthonia sp.,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,2.00,2,0.00,0
10/11/2012,S1,Group,2,Eragrostis brownii,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,2.00,4,0.00,0
10/11/2012,S1,Group,3,Sheeps burr(n),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,3,sorrel(e),40.00,9,25.00,9,20.00,9,1.00,2,10.00,9,45.00,9,40.00,9,0.00,0,10.00,5,25.00,7
10/11/2012,S1,Group,3,Aira species(n),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,3,Capeweed(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,3,wallaby grasses(n),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,3,tall speargrass (thick)(n),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,3,speargrass 1(n),30.00,9,70.00,9,10.00,7,40.00,9,5.00,8,3.00,7,10.00,8,15.00,8,5.00,5,10.00,3
10/11/2012,S1,Group,3,wild oats(e),5.00,1,5.00,7,5.00,9,60.00,9,5.00,8,5.00,9,3.00,9,5.00,8,5.00,9,2.00,4
10/11/2012,S1,Group,3,red grass(n),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,3,Bowl leaf(u),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,3,forked leaf(n),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,3,small briza(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,3,great brome(e),25.00,9,3.00,3,5.00,6,0.00,0,0.00,0,15.00,9,0.00,0,0.00,0,0.00,0,10.00,7
10/11/2012,S1,Group,3,oval brome(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,3,red brome(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,3,knob sedge(n),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,3,saffron thistle(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,3,windmill grass(n),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,3,Skeleton weed(e),0.00,0,0.00,0,0.00,0,0.00,0,5.00,7,15.00,9,2.00,4,0.00,0,5.00,2,2.00,4
10/11/2012,S1,Group,3,bindweed(n),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,3,fleabane(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,3,Austral crassula (succulent)(n),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,3,austral bears ear(n),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,3,slender tick trefoil(n),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,3,Native wheat grass(n),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,3,hairless panic(n),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,3,long storks bill(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,3,Erodium pink(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,3,Erodium blue(n),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,3,new cudweed(n),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,3,common cudweed(n),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,3,Not Sherardia(n),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,3,yorkshire fog(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,3,Barley grass(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,3,small st johns wort(n),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,3,mini flatweed(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,3,flatweed(e),0.00,0,4.00,2,0.00,0,0.00,0,0.00,0,0.00,0,3.00,1,1.00,1,0.00,0,0.00,0
10/11/2012,S1,Group,3,toad rush(n),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,3,ryegrass(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,3,wattle mat rush(n),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,3,red stem(n),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,3,Lesser Loosestrife(n),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,3,weeping grass(n),0.00,0,0.00,0,35.00,9,1.00,2,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,5.00,2
10/11/2012,S1,Group,3,common onion orchid(n),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,3,cup weed(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,3,wave weed(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,3,oxalis(n),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
10/11/2012,S1,Group,3,native panic grass(n),0.00,0,0.00,0,0.00,0,0.00,0,3.00,1,5.00,1,0.00,0,0.00,0,0.00,0,0.00,0
